plot,block,idTreatment,plotSize,exposition,side,substrateType,seedmixType,surveyYear,vegetationCov,botanist,bioMass,id,conf.low,conf.high,graminoidCov,shannon,surveyYearF,botanistYear
L4_23,4,L_462,4,south,land,6,2,2021,70,Markus_Bauer,NA,L4_23_2021,380,380,33.5,1.54421065,2021,Markus_Bauer2021
L4_24,4,L_463,4,south,land,6,3,2018,20,Jakob_Huber,NA,L4_24_2018,381,381,4,0.762887894,2018,Jakob_Huber2018
L4_24,4,L_463,4,south,land,6,3,2019,50,Linda_Weggler,NA,L4_24_2019,382,382,4,1.993573231,2019,Linda_Weggler2019
L4_24,4,L_463,4,south,land,6,3,2020,45,Katharina_Beck,NA,L4_24_2020,383,383,28,1.647057179,2020,Katharina_Beck2020
L4_24,4,L_463,4,south,land,6,3,2021,70,Markus_Bauer,NA,L4_24_2021,384,384,12,1.895747088,2021,Markus_Bauer2021
L5_01,5,L_513,4,south,land,1,3,2018,50,Simon_Reith,NA,L5_01_2018,385,385,1,1.092580876,2018,Simon_Reith2018
L5_01,5,L_513,4,south,land,1,3,2019,95,Markus_Bauer,NA,L5_01_2019,386,386,1,0.87906682,2019,Markus_Bauer2019
L5_01,5,L_513,4,south,land,1,3,2020,80,Jakob_Huber,NA,L5_01_2020,387,387,4,1.485625761,2020,Jakob_Huber2020
L5_01,5,L_513,4,south,land,1,3,2021,80,Markus_Bauer,NA,L5_01_2021,388,388,4,1.211205691,2021,Markus_Bauer2021
L5_02,5,L_511,4,south,land,1,1,2018,20,Simon_Reith,NA,L5_02_2018,389,389,1,1.26574742,2018,Simon_Reith2018
L5_02,5,L_511,4,south,land,1,1,2019,60,Markus_Bauer,NA,L5_02_2019,390,390,12.5,1.571582825,2019,Markus_Bauer2019
L5_02,5,L_511,4,south,land,1,1,2020,70,Jakob_Huber,NA,L5_02_2020,391,391,3,1.188912251,2020,Jakob_Huber2020
L5_02,5,L_511,4,south,land,1,1,2021,60,Markus_Bauer,NA,L5_02_2021,392,392,15,1.899156135,2021,Markus_Bauer2021
L5_03,5,L_514,4,south,land,1,4,2018,15,Simon_Reith,NA,L5_03_2018,393,393,1.5,1.63086786,2018,Simon_Reith2018
L5_03,5,L_514,4,south,land,1,4,2019,50,Markus_Bauer,NA,L5_03_2019,394,394,3,1.249277475,2019,Markus_Bauer2019
L5_03,5,L_514,4,south,land,1,4,2020,60,Jakob_Huber,NA,L5_03_2020,395,395,2.5,1.473049601,2020,Jakob_Huber2020
L5_03,5,L_514,4,south,land,1,4,2021,50,Markus_Bauer,NA,L5_03_2021,396,396,12,2.050979901,2021,Markus_Bauer2021
L5_04,5,L_512,4,south,land,1,2,2018,15,Simon_Reith,NA,L5_04_2018,397,397,1,0.853190306,2018,Simon_Reith2018
L5_04,5,L_512,4,south,land,1,2,2019,50,Markus_Bauer,NA,L5_04_2019,398,398,4.5,1.089441621,2019,Markus_Bauer2019
L5_04,5,L_512,4,south,land,1,2,2020,60,Jakob_Huber,NA,L5_04_2020,399,399,1,1.502171397,2020,Jakob_Huber2020
L5_04,5,L_512,4,south,land,1,2,2021,70,Markus_Bauer,NA,L5_04_2021,400,400,10.5,2.01739621,2021,Markus_Bauer2021
L5_05,5,L_522,4,south,land,2,2,2018,10,Simon_Reith,NA,L5_05_2018,401,401,1.5,0.953687097,2018,Simon_Reith2018
L5_05,5,L_522,4,south,land,2,2,2019,60,Markus_Bauer,NA,L5_05_2019,402,402,1,0.843375266,2019,Markus_Bauer2019
L5_05,5,L_522,4,south,land,2,2,2020,65,Jakob_Huber,NA,L5_05_2020,403,403,1,1.322843855,2020,Jakob_Huber2020
L5_05,5,L_522,4,south,land,2,2,2021,70,Markus_Bauer,NA,L5_05_2021,404,404,6,1.913347522,2021,Markus_Bauer2021
L5_06,5,L_523,4,south,land,2,3,2018,15,Simon_Reith,NA,L5_06_2018,405,405,1,1.615367044,2018,Simon_Reith2018
L5_06,5,L_523,4,south,land,2,3,2019,70,Markus_Bauer,NA,L5_06_2019,406,406,0.5,0.995131944,2019,Markus_Bauer2019
L5_06,5,L_523,4,south,land,2,3,2020,70,Jakob_Huber,NA,L5_06_2020,407,407,1,1.127883908,2020,Jakob_Huber2020
L5_06,5,L_523,4,south,land,2,3,2021,60,Markus_Bauer,NA,L5_06_2021,408,408,8,1.732722817,2021,Markus_Bauer2021
L5_07,5,L_524,4,south,land,2,4,2018,20,Simon_Reith,NA,L5_07_2018,409,409,2,1.415971403,2018,Simon_Reith2018
L5_07,5,L_524,4,south,land,2,4,2019,55,Markus_Bauer,NA,L5_07_2019,410,410,4.5,1.191176177,2019,Markus_Bauer2019
L5_07,5,L_524,4,south,land,2,4,2020,70,Jakob_Huber,NA,L5_07_2020,411,411,3.5,1.655447024,2020,Jakob_Huber2020
L5_07,5,L_524,4,south,land,2,4,2021,70,Markus_Bauer,NA,L5_07_2021,412,412,12.5,2.247487522,2021,Markus_Bauer2021
L5_08,5,L_521,4,south,land,2,1,2018,15,Simon_Reith,NA,L5_08_2018,413,413,1.5,1.55117792,2018,Simon_Reith2018
L5_08,5,L_521,4,south,land,2,1,2019,85,Markus_Bauer,NA,L5_08_2019,414,414,1.5,1.394581229,2019,Markus_Bauer2019
L5_08,5,L_521,4,south,land,2,1,2020,80,Jakob_Huber,NA,L5_08_2020,415,415,1.5,1.878460345,2020,Jakob_Huber2020
L5_08,5,L_521,4,south,land,2,1,2021,80,Markus_Bauer,NA,L5_08_2021,416,416,10,2.025834555,2021,Markus_Bauer2021
L5_09,5,L_532,4,south,land,3,2,2018,30,Simon_Reith,NA,L5_09_2018,417,417,0.5,0.672864866,2018,Simon_Reith2018
L5_09,5,L_532,4,south,land,3,2,2019,30,Markus_Bauer,NA,L5_09_2019,418,418,16,1.714244359,2019,Markus_Bauer2019
L5_09,5,L_532,4,south,land,3,2,2020,55,Jakob_Huber,NA,L5_09_2020,419,419,35.5,1.862251504,2020,Jakob_Huber2020
L5_09,5,L_532,4,south,land,3,2,2021,50,Markus_Bauer,NA,L5_09_2021,420,420,15.5,2.502277678,2021,Markus_Bauer2021
L5_10,5,L_534,4,south,land,3,4,2018,40,Simon_Reith,NA,L5_10_2018,421,421,1.5,1.022831525,2018,Simon_Reith2018
L5_10,5,L_534,4,south,land,3,4,2019,80,Markus_Bauer,NA,L5_10_2019,422,422,6.5,0.503024212,2019,Markus_Bauer2019
L5_10,5,L_534,4,south,land,3,4,2020,70,Jakob_Huber,NA,L5_10_2020,423,423,12.5,1.815667419,2020,Jakob_Huber2020
L5_10,5,L_534,4,south,land,3,4,2021,80,Markus_Bauer,NA,L5_10_2021,424,424,6,1.788653839,2021,Markus_Bauer2021
L5_11,5,L_533,4,south,land,3,3,2018,40,Simon_Reith,NA,L5_11_2018,425,425,1,0.737210256,2018,Simon_Reith2018
L5_11,5,L_533,4,south,land,3,3,2019,45,Markus_Bauer,NA,L5_11_2019,426,426,4.5,0.699542787,2019,Markus_Bauer2019
L5_11,5,L_533,4,south,land,3,3,2020,80,Jakob_Huber,NA,L5_11_2020,427,427,23,2.181807921,2020,Jakob_Huber2020
L5_11,5,L_533,4,south,land,3,3,2021,80,Markus_Bauer,NA,L5_11_2021,428,428,3.5,1.750349509,2021,Markus_Bauer2021
L5_12,5,L_531,4,south,land,3,1,2018,35,Simon_Reith,NA,L5_12_2018,429,429,1.5,1.046639924,2018,Simon_Reith2018
L5_12,5,L_531,4,south,land,3,1,2019,45,Markus_Bauer,NA,L5_12_2019,430,430,4.5,0.742912097,2019,Markus_Bauer2019
L5_12,5,L_531,4,south,land,3,1,2020,80,Jakob_Huber,NA,L5_12_2020,431,431,31,1.846213047,2020,Jakob_Huber2020
L5_12,5,L_531,4,south,land,3,1,2021,80,Markus_Bauer,NA,L5_12_2021,432,432,12,1.516516725,2021,Markus_Bauer2021
L5_13,5,L_541,4,south,land,4,1,2018,40,Simon_Reith,NA,L5_13_2018,433,433,1.5,0.78291366,2018,Simon_Reith2018
L5_13,5,L_541,4,south,land,4,1,2019,85,Markus_Bauer,NA,L5_13_2019,434,434,11,1.412539384,2019,Markus_Bauer2019
L5_13,5,L_541,4,south,land,4,1,2020,80,Jakob_Huber,NA,L5_13_2020,435,435,5,1.23908819,2020,Jakob_Huber2020
L5_13,5,L_541,4,south,land,4,1,2021,70,Markus_Bauer,NA,L5_13_2021,436,436,15,2.273312838,2021,Markus_Bauer2021
L5_14,5,L_544,4,south,land,4,4,2018,25,Simon_Reith,NA,L5_14_2018,437,437,0.5,0.979261885,2018,Simon_Reith2018
L5_14,5,L_544,4,south,land,4,4,2019,90,Markus_Bauer,NA,L5_14_2019,438,438,3,0.591586264,2019,Markus_Bauer2019
L5_14,5,L_544,4,south,land,4,4,2020,80,Jakob_Huber,NA,L5_14_2020,439,439,3,1.337499413,2020,Jakob_Huber2020
L5_14,5,L_544,4,south,land,4,4,2021,80,Markus_Bauer,NA,L5_14_2021,440,440,6,1.653693899,2021,Markus_Bauer2021
L5_15,5,L_543,4,south,land,4,3,2018,30,Simon_Reith,NA,L5_15_2018,441,441,2.5,1.079828382,2018,Simon_Reith2018
L5_15,5,L_543,4,south,land,4,3,2019,75,Markus_Bauer,NA,L5_15_2019,442,442,10.5,1.293137832,2019,Markus_Bauer2019
L5_15,5,L_543,4,south,land,4,3,2020,80,Jakob_Huber,NA,L5_15_2020,443,443,7,1.94047496,2020,Jakob_Huber2020
L5_15,5,L_543,4,south,land,4,3,2021,70,Markus_Bauer,NA,L5_15_2021,444,444,4,2.186253127,2021,Markus_Bauer2021
L5_16,5,L_542,4,south,land,4,2,2018,15,Simon_Reith,NA,L5_16_2018,445,445,0.5,1.219203284,2018,Simon_Reith2018
L5_16,5,L_542,4,south,land,4,2,2019,70,Markus_Bauer,NA,L5_16_2019,446,446,10.5,1.326600588,2019,Markus_Bauer2019
L5_16,5,L_542,4,south,land,4,2,2020,80,Jakob_Huber,NA,L5_16_2020,447,447,4.5,1.460145341,2020,Jakob_Huber2020
L5_16,5,L_542,4,south,land,4,2,2021,70,Markus_Bauer,NA,L5_16_2021,448,448,13,1.968761517,2021,Markus_Bauer2021
L5_17,5,L_551,4,south,land,5,1,2018,50,Simon_Reith,NA,L5_17_2018,449,449,0.5,0.216342643,2018,Simon_Reith2018
L5_17,5,L_551,4,south,land,5,1,2019,85,Markus_Bauer,NA,L5_17_2019,450,450,3.5,0.849398435,2019,Markus_Bauer2019
L5_17,5,L_551,4,south,land,5,1,2020,85,Jakob_Huber,NA,L5_17_2020,451,451,11,1.571756806,2020,Jakob_Huber2020
L5_17,5,L_551,4,south,land,5,1,2021,60,Markus_Bauer,NA,L5_17_2021,452,452,13,2.127722417,2021,Markus_Bauer2021
L5_18,5,L_553,4,south,land,5,3,2018,50,Simon_Reith,NA,L5_18_2018,453,453,0,0.216342643,2018,Simon_Reith2018
L5_18,5,L_553,4,south,land,5,3,2019,85,Markus_Bauer,NA,L5_18_2019,454,454,5,0.967736202,2019,Markus_Bauer2019
L5_18,5,L_553,4,south,land,5,3,2020,75,Jakob_Huber,NA,L5_18_2020,455,455,5,1.422486684,2020,Jakob_Huber2020
L5_18,5,L_553,4,south,land,5,3,2021,70,Markus_Bauer,NA,L5_18_2021,456,456,6,1.59653899,2021,Markus_Bauer2021
L5_19,5,L_552,4,south,land,5,2,2018,45,Simon_Reith,NA,L5_19_2018,457,457,1.5,0.621371821,2018,Simon_Reith2018
L5_19,5,L_552,4,south,land,5,2,2019,75,Markus_Bauer,NA,L5_19_2019,458,458,3.5,1.007399593,2019,Markus_Bauer2019
L5_19,5,L_552,4,south,land,5,2,2020,75,Jakob_Huber,NA,L5_19_2020,459,459,2,1.39379771,2020,Jakob_Huber2020
L5_19,5,L_552,4,south,land,5,2,2021,80,Markus_Bauer,NA,L5_19_2021,460,460,6.5,1.322036374,2021,Markus_Bauer2021
L5_20,5,L_554,4,south,land,5,4,2018,70,Simon_Reith,NA,L5_20_2018,461,461,1,0.462634593,2018,Simon_Reith2018
L5_20,5,L_554,4,south,land,5,4,2019,90,Markus_Bauer,NA,L5_20_2019,462,462,4,1.419451853,2019,Markus_Bauer2019
L5_20,5,L_554,4,south,land,5,4,2020,80,Jakob_Huber,NA,L5_20_2020,463,463,2.5,1.808123223,2020,Jakob_Huber2020
L5_20,5,L_554,4,south,land,5,4,2021,70,Markus_Bauer,NA,L5_20_2021,464,464,6,1.533863564,2021,Markus_Bauer2021
L5_21,5,L_563,4,south,land,6,3,2018,70,Simon_Reith,NA,L5_21_2018,465,465,1.5,0.638599764,2018,Simon_Reith2018
L5_21,5,L_563,4,south,land,6,3,2019,70,Markus_Bauer,NA,L5_21_2019,466,466,0.5,0.83969997,2019,Markus_Bauer2019
L5_21,5,L_563,4,south,land,6,3,2020,75,Jakob_Huber,NA,L5_21_2020,467,467,1.5,1.12561473,2020,Jakob_Huber2020
L5_21,5,L_563,4,south,land,6,3,2021,70,Markus_Bauer,NA,L5_21_2021,468,468,6,1.685908351,2021,Markus_Bauer2021
L5_22,5,L_561,4,south,land,6,1,2018,60,Simon_Reith,NA,L5_22_2018,469,469,1.5,0.507684208,2018,Simon_Reith2018
L5_22,5,L_561,4,south,land,6,1,2019,55,Markus_Bauer,NA,L5_22_2019,470,470,4,0.6469541,2019,Markus_Bauer2019
L5_22,5,L_561,4,south,land,6,1,2020,65,Jakob_Huber,NA,L5_22_2020,471,471,16.5,1.325693746,2020,Jakob_Huber2020
L5_22,5,L_561,4,south,land,6,1,2021,70,Markus_Bauer,NA,L5_22_2021,472,472,9,2.108601252,2021,Markus_Bauer2021
L5_23,5,L_564,4,south,land,6,4,2018,40,Simon_Reith,NA,L5_23_2018,473,473,1,0.90114591,2018,Simon_Reith2018
L5_23,5,L_564,4,south,land,6,4,2019,75,Markus_Bauer,NA,L5_23_2019,474,474,5.5,0.849775826,2019,Markus_Bauer2019
L5_23,5,L_564,4,south,land,6,4,2020,80,Jakob_Huber,NA,L5_23_2020,475,475,31,1.506240809,2020,Jakob_Huber2020
L5_23,5,L_564,4,south,land,6,4,2021,70,Markus_Bauer,NA,L5_23_2021,476,476,36,1.852187879,2021,Markus_Bauer2021
L5_24,5,L_562,4,south,land,6,2,2018,35,Simon_Reith,NA,L5_24_2018,477,477,1.5,0.715399028,2018,Simon_Reith2018
L5_24,5,L_562,4,south,land,6,2,2019,40,Markus_Bauer,NA,L5_24_2019,478,478,6.5,1.451781086,2019,Markus_Bauer2019
L5_24,5,L_562,4,south,land,6,2,2020,60,Jakob_Huber,NA,L5_24_2020,479,479,4.5,1.828393205,2020,Jakob_Huber2020
L5_24,5,L_562,4,south,land,6,2,2021,70,Markus_Bauer,NA,L5_24_2021,480,480,24,1.681578423,2021,Markus_Bauer2021
L6_01,6,L_614,4,south,land,1,4,2018,10,Simon_Reith,NA,L6_01_2018,481,481,1.5,1.541994188,2018,Simon_Reith2018
L6_01,6,L_614,4,south,land,1,4,2019,50,Markus_Bauer,NA,L6_01_2019,482,482,3,1.233502265,2019,Markus_Bauer2019
L6_01,6,L_614,4,south,land,1,4,2020,70,Katharina_Beck,NA,L6_01_2020,483,483,38,2.385013945,2020,Katharina_Beck2020
L6_01,6,L_614,4,south,land,1,4,2021,80,Markus_Bauer,NA,L6_01_2021,484,484,25,2.269312328,2021,Markus_Bauer2021
L6_02,6,L_612,4,south,land,1,2,2018,10,Simon_Reith,NA,L6_02_2018,485,485,2,1.783018303,2018,Simon_Reith2018
L6_02,6,L_612,4,south,land,1,2,2019,45,Markus_Bauer,NA,L6_02_2019,486,486,2.5,2.104597924,2019,Markus_Bauer2019
L6_02,6,L_612,4,south,land,1,2,2020,55,Katharina_Beck,NA,L6_02_2020,487,487,35.5,2.194323216,2020,Katharina_Beck2020
L6_02,6,L_612,4,south,land,1,2,2021,70,Markus_Bauer,NA,L6_02_2021,488,488,11.5,2.369928022,2021,Markus_Bauer2021
L6_03,6,L_613,4,south,land,1,3,2018,55,Simon_Reith,NA,L6_03_2018,489,489,1,0.643998446,2018,Simon_Reith2018
L6_03,6,L_613,4,south,land,1,3,2019,65,Markus_Bauer,NA,L6_03_2019,490,490,1,1.297537223,2019,Markus_Bauer2019
L6_03,6,L_613,4,south,land,1,3,2020,70,Katharina_Beck,NA,L6_03_2020,491,491,2.5,0.960090068,2020,Katharina_Beck2020
L6_03,6,L_613,4,south,land,1,3,2021,70,Markus_Bauer,NA,L6_03_2021,492,492,4,1.686948187,2021,Markus_Bauer2021
L6_04,6,L_611,4,south,land,1,1,2018,30,Simon_Reith,NA,L6_04_2018,493,493,3.5,1.671378782,2018,Simon_Reith2018
L6_04,6,L_611,4,south,land,1,1,2019,45,Markus_Bauer,NA,L6_04_2019,494,494,1,1.960188991,2019,Markus_Bauer2019
L6_04,6,L_611,4,south,land,1,1,2020,60,Katharina_Beck,NA,L6_04_2020,495,495,21,2.442299653,2020,Katharina_Beck2020
L6_04,6,L_611,4,south,land,1,1,2021,70,Markus_Bauer,NA,L6_04_2021,496,496,8,2.311240451,2021,Markus_Bauer2021
L6_05,6,L_623,4,south,land,2,3,2018,25,Simon_Reith,NA,L6_05_2018,497,497,1,1.489591675,2018,Simon_Reith2018
L6_05,6,L_623,4,south,land,2,3,2019,50,Linda_Weggler,NA,L6_05_2019,498,498,2,2.111226779,2019,Linda_Weggler2019
L6_05,6,L_623,4,south,land,2,3,2020,55,Katharina_Beck,NA,L6_05_2020,499,499,12.5,2.519136562,2020,Katharina_Beck2020
L6_05,6,L_623,4,south,land,2,3,2021,50,Markus_Bauer,NA,L6_05_2021,500,500,6,1.920502431,2021,Markus_Bauer2021
L6_06,6,L_624,4,south,land,2,4,2018,40,Simon_Reith,NA,L6_06_2018,501,501,1,0.89110982,2018,Simon_Reith2018
L6_06,6,L_624,4,south,land,2,4,2019,60,Linda_Weggler,NA,L6_06_2019,502,502,1,1.482821866,2019,Linda_Weggler2019
L6_06,6,L_624,4,south,land,2,4,2020,60,Katharina_Beck,NA,L6_06_2020,503,503,15.5,2.25217017,2020,Katharina_Beck2020
L6_06,6,L_624,4,south,land,2,4,2021,60,Markus_Bauer,NA,L6_06_2021,504,504,5,2.00158539,2021,Markus_Bauer2021
L6_07,6,L_621,4,south,land,2,1,2018,20,Simon_Reith,NA,L6_07_2018,505,505,4,1.089642825,2018,Simon_Reith2018
L6_07,6,L_621,4,south,land,2,1,2019,60,Linda_Weggler,NA,L6_07_2019,506,506,1.5,1.215516934,2019,Linda_Weggler2019
L6_07,6,L_621,4,south,land,2,1,2020,65,Katharina_Beck,NA,L6_07_2020,507,507,16,2.093617587,2020,Katharina_Beck2020
L6_07,6,L_621,4,south,land,2,1,2021,60,Markus_Bauer,NA,L6_07_2021,508,508,4.5,2.012522895,2021,Markus_Bauer2021
L6_08,6,L_622,4,south,land,2,2,2018,15,Simon_Reith,NA,L6_08_2018,509,509,4,1.15446455,2018,Simon_Reith2018
L6_08,6,L_622,4,south,land,2,2,2019,60,Linda_Weggler,NA,L6_08_2019,510,510,1,1.213124205,2019,Linda_Weggler2019
L6_08,6,L_622,4,south,land,2,2,2020,70,Katharina_Beck,NA,L6_08_2020,511,511,11.5,1.946036667,2020,Katharina_Beck2020
L6_08,6,L_622,4,south,land,2,2,2021,70,Markus_Bauer,NA,L6_08_2021,512,512,3,1.734470318,2021,Markus_Bauer2021
L6_09,6,L_631,4,south,land,3,1,2018,50,Simon_Reith,NA,L6_09_2018,513,513,2,0.399629841,2018,Simon_Reith2018
L6_09,6,L_631,4,south,land,3,1,2019,40,Linda_Weggler,NA,L6_09_2019,514,514,7,2.502480597,2019,Linda_Weggler2019
L6_09,6,L_631,4,south,land,3,1,2020,65,Katharina_Beck,NA,L6_09_2020,515,515,11,1.978612292,2020,Katharina_Beck2020
L6_09,6,L_631,4,south,land,3,1,2021,60,Markus_Bauer,NA,L6_09_2021,516,516,14.5,2.214843792,2021,Markus_Bauer2021
L6_10,6,L_633,4,south,land,3,3,2018,70,Simon_Reith,NA,L6_10_2018,517,517,3,0.59584057,2018,Simon_Reith2018
L6_10,6,L_633,4,south,land,3,3,2019,85,Linda_Weggler,NA,L6_10_2019,518,518,0.5,0.525764618,2019,Linda_Weggler2019
L6_10,6,L_633,4,south,land,3,3,2020,85,Katharina_Beck,NA,L6_10_2020,519,519,0.5,0.834907117,2020,Katharina_Beck2020
L6_10,6,L_633,4,south,land,3,3,2021,70,Markus_Bauer,NA,L6_10_2021,520,520,2.5,1.805989044,2021,Markus_Bauer2021
L6_11,6,L_632,4,south,land,3,2,2018,20,Simon_Reith,NA,L6_11_2018,521,521,3.5,1.51485604,2018,Simon_Reith2018
L6_11,6,L_632,4,south,land,3,2,2019,60,Linda_Weggler,NA,L6_11_2019,522,522,1.5,1.775276498,2019,Linda_Weggler2019
L6_11,6,L_632,4,south,land,3,2,2020,65,Katharina_Beck,NA,L6_11_2020,523,523,23,2.154216675,2020,Katharina_Beck2020
L6_11,6,L_632,4,south,land,3,2,2021,70,Markus_Bauer,NA,L6_11_2021,524,524,6.5,1.9769012,2021,Markus_Bauer2021
L6_12,6,L_634,4,south,land,3,4,2018,70,Simon_Reith,NA,L6_12_2018,525,525,1.5,0.499035847,2018,Simon_Reith2018
L6_12,6,L_634,4,south,land,3,4,2019,85,Linda_Weggler,NA,L6_12_2019,526,526,1.5,0.681271165,2019,Linda_Weggler2019
L6_12,6,L_634,4,south,land,3,4,2020,80,Katharina_Beck,NA,L6_12_2020,527,527,4.5,1.069390855,2020,Katharina_Beck2020
L6_12,6,L_634,4,south,land,3,4,2021,70,Markus_Bauer,NA,L6_12_2021,528,528,2.5,1.604974584,2021,Markus_Bauer2021
L6_13,6,L_644,4,south,land,4,4,2018,25,Simon_Reith,NA,L6_13_2018,529,529,0.5,1.836032411,2018,Simon_Reith2018
L6_13,6,L_644,4,south,land,4,4,2019,70,Linda_Weggler,NA,L6_13_2019,530,530,1,1.145995327,2019,Linda_Weggler2019
L6_13,6,L_644,4,south,land,4,4,2020,65,Katharina_Beck,NA,L6_13_2020,531,531,25,2.112575366,2020,Katharina_Beck2020
L6_13,6,L_644,4,south,land,4,4,2021,70,Markus_Bauer,NA,L6_13_2021,532,532,4.5,1.657182011,2021,Markus_Bauer2021
L6_14,6,L_642,4,south,land,4,2,2018,20,Simon_Reith,NA,L6_14_2018,533,533,1.5,1.685067407,2018,Simon_Reith2018
L6_14,6,L_642,4,south,land,4,2,2019,60,Linda_Weggler,NA,L6_14_2019,534,534,1.5,1.111203165,2019,Linda_Weggler2019
L6_14,6,L_642,4,south,land,4,2,2020,55,Katharina_Beck,NA,L6_14_2020,535,535,13.5,2.013965974,2020,Katharina_Beck2020
L6_14,6,L_642,4,south,land,4,2,2021,70,Markus_Bauer,NA,L6_14_2021,536,536,15,2.138424692,2021,Markus_Bauer2021
L6_15,6,L_641,4,south,land,4,1,2018,20,Simon_Reith,NA,L6_15_2018,537,537,0,1.449037626,2018,Simon_Reith2018
L6_15,6,L_641,4,south,land,4,1,2019,60,Linda_Weggler,NA,L6_15_2019,538,538,1,1.527097625,2019,Linda_Weggler2019
L6_15,6,L_641,4,south,land,4,1,2020,75,Katharina_Beck,NA,L6_15_2020,539,539,18,2.263292601,2020,Katharina_Beck2020
L6_15,6,L_641,4,south,land,4,1,2021,70,Markus_Bauer,NA,L6_15_2021,540,540,6,1.730990364,2021,Markus_Bauer2021
L6_16,6,L_643,4,south,land,4,3,2018,25,Simon_Reith,NA,L6_16_2018,541,541,3.5,1.768559249,2018,Simon_Reith2018
L6_16,6,L_643,4,south,land,4,3,2019,60,Linda_Weggler,NA,L6_16_2019,542,542,4,2.35247184,2019,Linda_Weggler2019
L6_16,6,L_643,4,south,land,4,3,2020,80,Katharina_Beck,NA,L6_16_2020,543,543,8,1.856395623,2020,Katharina_Beck2020
L6_16,6,L_643,4,south,land,4,3,2021,70,Markus_Bauer,NA,L6_16_2021,544,544,6,2.427345545,2021,Markus_Bauer2021
L6_17,6,L_651,4,south,land,5,1,2018,20,Simon_Reith,NA,L6_17_2018,545,545,1,1.246829642,2018,Simon_Reith2018
L6_17,6,L_651,4,south,land,5,1,2019,60,Linda_Weggler,NA,L6_17_2019,546,546,1.5,2.259987045,2019,Linda_Weggler2019
L6_17,6,L_651,4,south,land,5,1,2020,70,Katharina_Beck,NA,L6_17_2020,547,547,30.5,2.068617367,2020,Katharina_Beck2020
L6_17,6,L_651,4,south,land,5,1,2021,70,Markus_Bauer,NA,L6_17_2021,548,548,14,2.083457824,2021,Markus_Bauer2021
L6_18,6,L_654,4,south,land,5,4,2018,20,Simon_Reith,NA,L6_18_2018,549,549,1.5,2.504419064,2018,Simon_Reith2018
L6_18,6,L_654,4,south,land,5,4,2019,60,Linda_Weggler,NA,L6_18_2019,550,550,1,2.146577502,2019,Linda_Weggler2019
L6_18,6,L_654,4,south,land,5,4,2020,65,Katharina_Beck,NA,L6_18_2020,551,551,28,2.288214021,2020,Katharina_Beck2020
L6_18,6,L_654,4,south,land,5,4,2021,70,Markus_Bauer,NA,L6_18_2021,552,552,8,2.104465687,2021,Markus_Bauer2021
L6_19,6,L_652,4,south,land,5,2,2018,25,Simon_Reith,NA,L6_19_2018,553,553,4,1.678081744,2018,Simon_Reith2018
L6_19,6,L_652,4,south,land,5,2,2019,60,Linda_Weggler,NA,L6_19_2019,554,554,1.5,1.860445957,2019,Linda_Weggler2019
L6_19,6,L_652,4,south,land,5,2,2020,60,Katharina_Beck,NA,L6_19_2020,555,555,24.5,2.01141639,2020,Katharina_Beck2020
L6_19,6,L_652,4,south,land,5,2,2021,70,Markus_Bauer,NA,L6_19_2021,556,556,14.5,2.221347716,2021,Markus_Bauer2021
L6_20,6,L_653,4,south,land,5,3,2018,35,Simon_Reith,NA,L6_20_2018,557,557,4.5,2.182995977,2018,Simon_Reith2018
L6_20,6,L_653,4,south,land,5,3,2019,70,Linda_Weggler,NA,L6_20_2019,558,558,1,1.297420666,2019,Linda_Weggler2019
L6_20,6,L_653,4,south,land,5,3,2020,65,Katharina_Beck,NA,L6_20_2020,559,559,18.5,2.082546297,2020,Katharina_Beck2020
L6_20,6,L_653,4,south,land,5,3,2021,60,Markus_Bauer,NA,L6_20_2021,560,560,8,1.826446015,2021,Markus_Bauer2021
L6_21,6,L_663,4,south,land,6,3,2018,75,Simon_Reith,NA,L6_21_2018,561,561,1.5,0.467447096,2018,Simon_Reith2018
L6_21,6,L_663,4,south,land,6,3,2019,80,Linda_Weggler,NA,L6_21_2019,562,562,1.5,1.226815194,2019,Linda_Weggler2019
L6_21,6,L_663,4,south,land,6,3,2020,70,Katharina_Beck,NA,L6_21_2020,563,563,30,2.175475501,2020,Katharina_Beck2020
L6_21,6,L_663,4,south,land,6,3,2021,80,Markus_Bauer,NA,L6_21_2021,564,564,22,1.869450288,2021,Markus_Bauer2021
L6_22,6,L_662,4,south,land,6,2,2018,75,Simon_Reith,NA,L6_22_2018,565,565,1,0.467447096,2018,Simon_Reith2018
L6_22,6,L_662,4,south,land,6,2,2019,70,Linda_Weggler,NA,L6_22_2019,566,566,1,1.125465489,2019,Linda_Weggler2019
L6_22,6,L_662,4,south,land,6,2,2020,60,Katharina_Beck,NA,L6_22_2020,567,567,33.5,2.000921789,2020,Katharina_Beck2020
L6_22,6,L_662,4,south,land,6,2,2021,80,Markus_Bauer,NA,L6_22_2021,568,568,20.5,2.05264845,2021,Markus_Bauer2021
L6_23,6,L_664,4,south,land,6,4,2018,80,Simon_Reith,NA,L6_23_2018,569,569,1.5,0.581379931,2018,Simon_Reith2018
L6_23,6,L_664,4,south,land,6,4,2019,90,Linda_Weggler,NA,L6_23_2019,570,570,0.5,0.783037361,2019,Linda_Weggler2019
L6_23,6,L_664,4,south,land,6,4,2020,70,Katharina_Beck,NA,L6_23_2020,571,571,2,1.150738158,2020,Katharina_Beck2020
