"","term","statistic","df","p.value"
"1","(Intercept)",5.90412407105357,1,0.0151054754342761
"2","treatment",0.236810232146793,1,0.626519485333503
"3","month",108.995828136658,4,1.19160771131506e-22
"4","treatment:month",164.032096450421,4,1.99546853579799e-34
